期号,正码1,正码2,正码3,正码4,正码5,正码6,特码,生肖,波色,大小,单双,开奖时间,正码1生肖,正码2生肖,正码3生肖,正码4生肖,正码5生肖,正码6生肖
20260908475,21,3,41,39,36,32,9,狗,蓝波,小,单,2026-09-08 23:42:00,狗,龙,虎,龙,羊,猪
20260908476,35,9,17,31,40,42,15,龙,蓝波,小,单,2026-09-08 23:45:00,猴,狗,虎,鼠,兔,牛
20260908477,23,38,31,9,39,24,10,鸡,蓝波,小,双,2026-09-08 23:48:00,猴,蛇,鼠,狗,龙,羊
20260908478,2,16,7,25,8,21,39,龙,绿波,大,单,2026-09-08 23:51:00,蛇,兔,鼠,马,猪,狗
20260908479,3,5,35,45,27,46,21,狗,绿波,小,单,2026-09-08 23:54:00,龙,虎,猴,狗,龙,鸡
20260908480,14,34,36,46,15,5,33,狗,绿波,大,单,2026-09-08 23:57:00,蛇,鸡,羊,鸡,龙,虎
20260909001,32,29,6,3,33,35,38,蛇,绿波,大,双,2026-09-09 00:00:00,猪,虎,牛,龙,狗,猴
20260909002,13,33,49,1,30,47,40,兔,红波,大,双,2026-09-09 00:03:00,马,狗,马,马,牛,猴
20260909003,5,13,39,16,31,40,20,猪,蓝波,小,双,2026-09-09 00:06:00,虎,马,龙,兔,鼠,兔
20260909004,19,12,30,42,7,26,32,猪,绿波,大,双,2026-09-09 00:09:00,鼠,羊,牛,牛,鼠,蛇
20260909005,4,13,22,40,43,41,29,虎,红波,大,单,2026-09-09 00:12:00,兔,马,鸡,兔,鼠,虎
20260909006,27,20,47,29,31,46,41,虎,蓝波,大,单,2026-09-09 00:15:00,龙,猪,猴,虎,鼠,鸡
20260909007,14,45,24,15,6,20,21,狗,绿波,小,单,2026-09-09 00:18:00,蛇,狗,羊,龙,牛,猪
20260909008,9,13,32,22,28,31,16,兔,绿波,小,双,2026-09-09 00:21:00,狗,马,猪,鸡,兔,鼠
20260909009,4,26,42,47,3,5,12,羊,红波,小,双,2026-09-09 00:24:00,兔,蛇,牛,猴,龙,虎
20260909010,40,11,18,13,48,10,14,蛇,蓝波,小,双,2026-09-09 00:27:00,兔,猴,牛,马,羊,鸡
20260909011,10,29,30,20,12,38,44,猪,绿波,大,双,2026-09-09 00:30:00,鸡,虎,牛,猪,羊,蛇
20260909012,24,41,2,5,3,4,25,马,蓝波,大,单,2026-09-09 00:33:00,羊,虎,蛇,虎,龙,兔
20260909013,24,3,15,38,10,13,35,猴,红波,大,单,2026-09-09 00:36:00,羊,龙,龙,蛇,鸡,马
20260909014,36,24,40,17,41,28,16,兔,绿波,小,双,2026-09-09 00:39:00,羊,羊,兔,虎,虎,兔
20260909015,9,8,47,23,15,30,44,猪,绿波,大,双,2026-09-09 00:42:00,狗,猪,猴,猴,龙,牛
20260909016,25,20,3,42,39,44,22,鸡,绿波,小,双,2026-09-09 00:45:00,马,猪,龙,牛,龙,猪
20260909017,3,32,15,43,5,46,20,猪,蓝波,小,双,2026-09-09 00:48:00,龙,猪,龙,鼠,虎,鸡
20260909018,12,36,7,45,28,14,20,猪,蓝波,小,双,2026-09-09 00:51:00,羊,羊,鼠,狗,兔,蛇
20260909019,42,12,22,10,14,3,7,鼠,红波,小,单,2026-09-09 00:54:00,牛,羊,鸡,鸡,蛇,龙
20260909020,47,9,11,10,8,14,28,兔,绿波,大,双,2026-09-09 00:57:00,猴,狗,猴,鸡,猪,蛇
20260909021,23,1,14,30,43,16,46,鸡,红波,大,双,2026-09-09 01:00:00,猴,马,蛇,牛,鼠,兔
20260909022,35,41,18,5,19,48,8,猪,红波,小,双,2026-09-09 01:03:00,猴,虎,牛,虎,鼠,羊
20260909023,49,15,9,20,4,34,21,狗,绿波,小,单,2026-09-09 01:06:00,马,龙,狗,猪,兔,鸡
20260909024,22,8,2,28,25,44,21,狗,绿波,小,单,2026-09-09 01:09:00,鸡,猪,蛇,兔,马,猪
20260909025,46,6,45,32,9,10,40,兔,红波,大,双,2026-09-09 01:12:00,鸡,牛,狗,猪,狗,鸡
20260909026,37,46,23,31,10,29,30,牛,红波,大,双,2026-09-09 01:15:00,马,鸡,猴,鼠,鸡,虎
20260909027,34,1,17,33,35,22,18,牛,红波,小,双,2026-09-09 01:18:00,鸡,马,虎,狗,猴,鸡
20260909028,4,47,42,49,41,2,7,鼠,红波,小,单,2026-09-09 01:21:00,兔,猴,牛,马,虎,蛇
20260909029,31,29,40,23,1,16,11,猴,绿波,小,单,2026-09-09 01:24:00,鼠,虎,兔,猴,马,兔
20260909030,48,17,25,43,11,22,45,狗,红波,大,单,2026-09-09 01:27:00,羊,虎,马,鼠,猴,鸡
20260909031,12,23,37,32,41,35,18,牛,红波,小,双,2026-09-09 01:30:00,羊,猴,马,猪,虎,猴
20260909032,19,2,35,15,29,9,38,蛇,绿波,大,双,2026-09-09 01:33:00,鼠,蛇,猴,龙,虎,狗
20260909033,26,37,47,28,49,13,32,猪,绿波,大,双,2026-09-09 01:36:00,蛇,马,猴,兔,马,马
20260909034,6,26,2,10,19,22,30,牛,红波,大,双,2026-09-09 01:39:00,牛,蛇,蛇,鸡,鼠,鸡
20260909035,13,42,22,11,18,44,15,龙,蓝波,小,单,2026-09-09 01:42:00,马,牛,鸡,猴,牛,猪
20260909036,23,44,3,49,1,9,4,兔,蓝波,小,双,2026-09-09 01:45:00,猴,猪,龙,马,马,狗
20260909037,27,37,18,4,10,22,13,马,红波,小,单,2026-09-09 01:48:00,龙,马,牛,兔,鸡,鸡
20260909038,17,18,48,29,13,21,15,龙,蓝波,小,单,2026-09-09 01:51:00,虎,牛,羊,虎,马,狗
20260909039,21,17,23,44,46,39,8,猪,红波,小,双,2026-09-09 01:54:00,狗,虎,猴,猪,鸡,龙
20260909040,1,19,24,46,10,20,3,龙,蓝波,小,单,2026-09-09 01:57:00,马,鼠,羊,鸡,鸡,猪
20260909041,30,17,42,40,10,21,33,狗,绿波,大,单,2026-09-09 02:00:00,牛,虎,牛,兔,鸡,狗
20260909042,22,49,48,38,41,24,7,鼠,红波,小,单,2026-09-09 02:03:00,鸡,马,羊,蛇,虎,羊
20260909043,22,19,33,32,11,14,42,牛,蓝波,大,双,2026-09-09 02:06:00,鸡,鼠,狗,猪,猴,蛇
20260909044,48,25,38,36,28,1,30,牛,红波,大,双,2026-09-09 02:09:00,羊,马,蛇,羊,兔,马
20260909045,34,31,15,45,29,40,20,猪,蓝波,小,双,2026-09-09 02:12:00,鸡,鼠,龙,狗,虎,兔
20260909046,16,5,25,31,1,7,49,马,绿波,大,单,2026-09-09 02:15:00,兔,虎,马,鼠,马,鼠
20260909047,33,42,14,20,15,6,47,猴,蓝波,大,单,2026-09-09 02:18:00,狗,牛,蛇,猪,龙,牛
20260909048,25,46,43,35,12,14,16,兔,绿波,小,双,2026-09-09 02:21:00,马,鸡,鼠,猴,羊,蛇
20260909049,14,17,20,2,37,35,5,虎,绿波,小,单,2026-09-09 02:24:00,蛇,虎,猪,蛇,马,猴
20260909050,2,48,43,49,42,18,1,马,红波,小,单,2026-09-09 02:27:00,蛇,羊,鼠,马,牛,牛
20260909051,20,29,42,46,34,15,30,牛,红波,大,双,2026-09-09 02:30:00,猪,虎,牛,鸡,鸡,龙
20260909052,2,22,9,10,29,41,7,鼠,红波,小,单,2026-09-09 02:33:00,蛇,鸡,狗,鸡,虎,虎
20260909053,23,42,36,44,41,28,12,羊,红波,小,双,2026-09-09 02:36:00,猴,牛,羊,猪,虎,兔
20260909054,39,18,32,1,8,14,13,马,红波,小,单,2026-09-09 02:39:00,龙,牛,猪,马,猪,蛇
20260909055,49,31,38,1,48,37,28,兔,绿波,大,双,2026-09-09 02:42:00,马,鼠,蛇,马,羊,马
20260909056,34,49,28,14,37,29,26,蛇,蓝波,大,双,2026-09-09 02:45:00,鸡,马,兔,蛇,马,虎
20260909057,12,13,15,24,1,6,31,鼠,蓝波,大,单,2026-09-09 02:48:00,羊,马,龙,羊,马,牛
20260909058,3,21,17,45,5,1,25,马,蓝波,大,单,2026-09-09 02:51:00,龙,狗,虎,狗,虎,马
20260909059,21,24,16,49,39,12,33,狗,绿波,大,单,2026-09-09 02:54:00,狗,羊,兔,马,龙,羊
20260909060,38,46,20,10,29,2,42,牛,蓝波,大,双,2026-09-09 02:57:00,蛇,鸡,猪,鸡,虎,蛇
20260909061,3,34,1,19,17,46,41,虎,蓝波,大,单,2026-09-09 03:00:00,龙,鸡,马,鼠,虎,鸡
20260909062,41,14,45,13,33,11,22,鸡,绿波,小,双,2026-09-09 03:03:00,虎,蛇,狗,马,狗,猴
20260909063,2,32,23,1,13,34,28,兔,绿波,大,双,2026-09-09 03:06:00,蛇,猪,猴,马,马,鸡
20260909064,31,6,26,48,45,11,13,马,红波,小,单,2026-09-09 03:09:00,鼠,牛,蛇,羊,狗,猴
20260909065,4,10,38,1,30,41,36,羊,蓝波,大,双,2026-09-09 03:12:00,兔,鸡,蛇,马,牛,虎
20260909066,19,4,14,46,25,3,26,蛇,蓝波,大,双,2026-09-09 03:15:00,鼠,兔,蛇,鸡,马,龙
20260909067,33,10,8,5,13,12,3,龙,蓝波,小,单,2026-09-09 03:18:00,狗,鸡,猪,虎,马,羊
20260909068,42,33,21,38,16,45,9,狗,蓝波,小,单,2026-09-09 03:21:00,牛,狗,狗,蛇,兔,狗
20260909069,19,21,38,33,9,34,36,羊,蓝波,大,双,2026-09-09 03:24:00,鼠,狗,蛇,狗,狗,鸡
20260909070,23,47,32,43,8,1,14,蛇,蓝波,小,双,2026-09-09 03:27:00,猴,猴,猪,鼠,猪,马
20260909071,32,7,21,24,13,11,1,马,红波,小,单,2026-09-09 03:30:00,猪,鼠,狗,羊,马,猴
20260909072,37,27,18,5,44,10,9,狗,蓝波,小,单,2026-09-09 03:33:00,马,龙,牛,虎,猪,鸡
20260909073,17,30,14,11,8,18,35,猴,红波,大,单,2026-09-09 03:36:00,虎,牛,蛇,猴,猪,牛
20260909074,3,10,28,46,35,16,34,鸡,红波,大,双,2026-09-09 03:39:00,龙,鸡,兔,鸡,猴,兔
20260909075,1,15,26,44,42,7,21,狗,绿波,小,单,2026-09-09 03:42:00,马,龙,蛇,猪,牛,鼠
20260909076,39,4,17,20,8,1,16,兔,绿波,小,双,2026-09-09 03:45:00,龙,兔,虎,猪,猪,马
20260909077,1,47,12,28,29,13,38,蛇,绿波,大,双,2026-09-09 03:48:00,马,猴,羊,兔,虎,马
20260909078,35,3,15,19,27,14,18,牛,红波,小,双,2026-09-09 03:51:00,猴,龙,龙,鼠,龙,蛇
20260909079,11,13,23,12,40,9,24,羊,红波,小,双,2026-09-09 03:54:00,猴,马,猴,羊,兔,狗
20260909080,1,13,23,33,10,17,39,龙,绿波,大,单,2026-09-09 03:57:00,马,马,猴,狗,鸡,虎
20260909081,21,24,36,38,6,5,19,鼠,红波,小,单,2026-09-09 04:00:00,狗,羊,羊,蛇,牛,虎
20260909082,31,18,8,42,32,2,22,鸡,绿波,小,双,2026-09-09 04:03:00,鼠,牛,猪,牛,猪,蛇
20260909083,44,38,13,12,33,22,25,马,蓝波,大,单,2026-09-09 04:06:00,猪,蛇,马,羊,狗,鸡
20260909084,2,33,34,14,42,28,6,牛,绿波,小,双,2026-09-09 04:09:00,蛇,狗,鸡,蛇,牛,兔
20260909085,7,13,30,48,22,39,36,羊,蓝波,大,双,2026-09-09 04:12:00,鼠,马,牛,羊,鸡,龙
20260909086,34,12,3,48,33,45,29,虎,红波,大,单,2026-09-09 04:15:00,鸡,羊,龙,羊,狗,狗
20260909087,24,29,37,14,19,16,46,鸡,红波,大,双,2026-09-09 04:18:00,羊,虎,马,蛇,鼠,兔
20260909088,43,38,16,49,40,26,5,虎,绿波,小,单,2026-09-09 04:21:00,鼠,蛇,兔,马,兔,蛇
20260909089,44,10,18,27,23,24,15,龙,蓝波,小,单,2026-09-09 04:24:00,猪,鸡,牛,龙,猴,羊
20260909090,30,37,33,35,2,7,12,羊,红波,小,双,2026-09-09 04:27:00,牛,马,狗,猴,蛇,鼠
20260909091,22,48,31,45,37,42,44,猪,绿波,大,双,2026-09-09 04:30:00,鸡,羊,鼠,狗,马,牛
20260909092,28,29,5,13,30,9,25,马,蓝波,大,单,2026-09-09 04:33:00,兔,虎,虎,马,牛,狗
20260909093,24,21,36,5,49,2,45,狗,红波,大,单,2026-09-09 04:36:00,羊,狗,羊,虎,马,蛇
20260909094,2,24,19,46,38,37,14,蛇,蓝波,小,双,2026-09-09 04:39:00,蛇,羊,鼠,鸡,蛇,马
20260909095,24,4,41,42,44,22,30,牛,红波,大,双,2026-09-09 04:42:00,羊,兔,虎,牛,猪,鸡
20260909096,8,49,14,21,40,13,23,猴,红波,小,单,2026-09-09 04:45:00,猪,马,蛇,狗,兔,马
20260909097,36,28,27,11,44,3,39,龙,绿波,大,单,2026-09-09 04:48:00,羊,兔,龙,猴,猪,龙
20260909098,7,38,13,22,12,15,10,鸡,蓝波,小,双,2026-09-09 04:51:00,鼠,蛇,马,鸡,羊,龙
20260909099,38,28,26,20,1,47,9,狗,蓝波,小,单,2026-09-09 04:54:00,蛇,兔,蛇,猪,马,猴
20260909100,13,20,49,14,23,32,46,鸡,红波,大,双,2026-09-09 04:57:00,马,猪,马,蛇,猴,猪
20260909101,23,26,40,43,49,1,35,猴,红波,大,单,2026-09-09 05:00:00,猴,蛇,兔,鼠,马,马
20260909102,5,31,48,35,26,3,42,牛,蓝波,大,双,2026-09-09 05:03:00,虎,鼠,羊,猴,蛇,龙
20260909103,11,12,49,27,16,36,7,鼠,红波,小,单,2026-09-09 05:06:00,猴,羊,马,龙,兔,羊
20260909104,10,31,44,36,37,19,21,狗,绿波,小,单,2026-09-09 05:09:00,鸡,鼠,猪,羊,马,鼠
20260909105,35,9,44,47,21,46,8,猪,红波,小,双,2026-09-09 05:12:00,猴,狗,猪,猴,狗,鸡
20260909106,32,37,28,45,3,14,34,鸡,红波,大,双,2026-09-09 05:15:00,猪,马,兔,狗,龙,蛇
20260909107,11,35,40,13,5,3,33,狗,绿波,大,单,2026-09-09 05:18:00,猴,猴,兔,马,虎,龙
20260909108,27,16,22,21,7,11,25,马,蓝波,大,单,2026-09-09 05:21:00,龙,兔,鸡,狗,鼠,猴
20260909109,26,49,28,7,38,9,31,鼠,蓝波,大,单,2026-09-09 05:24:00,蛇,马,兔,鼠,蛇,狗
20260909110,40,3,8,47,22,29,19,鼠,红波,小,单,2026-09-09 05:27:00,兔,龙,猪,猴,鸡,虎
20260909111,26,31,36,48,37,6,25,马,蓝波,大,单,2026-09-09 05:30:00,蛇,鼠,羊,羊,马,牛
20260909112,42,4,25,28,49,32,44,猪,绿波,大,双,2026-09-09 05:33:00,牛,兔,马,兔,马,猪
20260909113,7,42,24,33,4,8,10,鸡,蓝波,小,双,2026-09-09 05:36:00,鼠,牛,羊,狗,兔,猪
20260909114,12,10,28,33,49,27,7,鼠,红波,小,单,2026-09-09 05:39:00,羊,鸡,兔,狗,马,龙
20260909115,48,26,42,19,8,16,40,兔,红波,大,双,2026-09-09 05:42:00,羊,蛇,牛,鼠,猪,兔
20260909116,23,37,40,3,36,32,27,龙,绿波,大,单,2026-09-09 05:45:00,猴,马,兔,龙,羊,猪
20260909117,46,22,4,48,39,1,20,猪,蓝波,小,双,2026-09-09 05:48:00,鸡,鸡,兔,羊,龙,马
20260909118,12,27,46,48,31,11,23,猴,红波,小,单,2026-09-09 05:51:00,羊,龙,鸡,羊,鼠,猴
20260909119,8,24,22,23,5,39,13,马,红波,小,单,2026-09-09 05:54:00,猪,羊,鸡,猴,虎,龙
20260909120,25,17,38,29,6,10,2,蛇,红波,小,双,2026-09-09 05:57:00,马,虎,蛇,虎,牛,鸡
20260909121,2,14,1,46,37,28,43,鼠,绿波,大,单,2026-09-09 06:00:00,蛇,蛇,马,鸡,马,兔
20260909122,12,14,45,15,19,8,35,猴,红波,大,单,2026-09-09 06:03:00,羊,蛇,狗,龙,鼠,猪
20260909123,30,28,10,13,17,5,33,狗,绿波,大,单,2026-09-09 06:06:00,牛,兔,鸡,马,虎,虎
20260909124,21,22,34,18,12,48,6,牛,绿波,小,双,2026-09-09 06:09:00,狗,鸡,鸡,牛,羊,羊
20260909125,41,14,47,44,30,22,42,牛,蓝波,大,双,2026-09-09 06:12:00,虎,蛇,猴,猪,牛,鸡
20260909126,19,44,21,4,18,33,38,蛇,绿波,大,双,2026-09-09 06:15:00,鼠,猪,狗,兔,牛,狗
20260909127,28,8,40,7,38,20,30,牛,红波,大,双,2026-09-09 06:18:00,兔,猪,兔,鼠,蛇,猪
20260909128,25,17,30,33,48,10,31,鼠,蓝波,大,单,2026-09-09 06:21:00,马,虎,牛,狗,羊,鸡
20260909129,38,32,28,41,43,22,12,羊,红波,小,双,2026-09-09 06:24:00,蛇,猪,兔,虎,鼠,鸡
20260909130,38,31,43,32,20,34,24,羊,红波,小,双,2026-09-09 06:27:00,蛇,鼠,鼠,猪,猪,鸡
20260909131,39,30,42,11,5,22,1,马,红波,小,单,2026-09-09 06:30:00,龙,牛,牛,猴,虎,鸡
20260909132,29,41,14,39,20,26,25,马,蓝波,大,单,2026-09-09 06:33:00,虎,虎,蛇,龙,猪,蛇
20260909133,2,9,13,43,8,39,40,兔,红波,大,双,2026-09-09 06:36:00,蛇,狗,马,鼠,猪,龙
20260909134,1,29,38,24,10,12,20,猪,蓝波,小,双,2026-09-09 06:39:00,马,虎,蛇,羊,鸡,羊
20260909135,39,43,36,49,9,34,48,羊,蓝波,大,双,2026-09-09 06:42:00,龙,鼠,羊,马,狗,鸡
20260909136,7,41,10,32,24,35,12,羊,红波,小,双,2026-09-09 06:45:00,鼠,虎,鸡,猪,羊,猴
20260909137,31,34,39,30,24,21,42,牛,蓝波,大,双,2026-09-09 06:48:00,鼠,鸡,龙,牛,羊,狗
20260909138,47,26,45,28,36,38,14,蛇,蓝波,小,双,2026-09-09 06:51:00,猴,蛇,狗,兔,羊,蛇
20260909139,30,32,36,26,1,43,16,兔,绿波,小,双,2026-09-09 06:54:00,牛,猪,羊,蛇,马,鼠
20260909140,12,13,42,29,25,38,21,狗,绿波,小,单,2026-09-09 06:57:00,羊,马,牛,虎,马,蛇
20260909141,12,2,16,24,30,1,8,猪,红波,小,双,2026-09-09 07:00:00,羊,蛇,兔,羊,牛,马
20260909142,16,14,35,22,48,39,9,狗,蓝波,小,单,2026-09-09 07:03:00,兔,蛇,猴,鸡,羊,龙
20260909143,35,15,25,43,17,28,16,兔,绿波,小,双,2026-09-09 07:06:00,猴,龙,马,鼠,虎,兔
20260909144,40,11,5,41,1,19,14,蛇,蓝波,小,双,2026-09-09 07:09:00,兔,猴,虎,虎,马,鼠
20260909145,39,1,29,15,14,31,20,猪,蓝波,小,双,2026-09-09 07:12:00,龙,马,虎,龙,蛇,鼠
20260909146,33,40,38,6,8,19,45,狗,红波,大,单,2026-09-09 07:15:00,狗,兔,蛇,牛,猪,鼠
20260909147,11,8,1,23,35,39,43,鼠,绿波,大,单,2026-09-09 07:18:00,猴,猪,马,猴,猴,龙
20260909148,12,19,18,32,16,2,3,龙,蓝波,小,单,2026-09-09 07:21:00,羊,鼠,牛,猪,兔,蛇
20260909149,22,34,10,40,45,49,30,牛,红波,大,双,2026-09-09 07:24:00,鸡,鸡,鸡,兔,狗,马
20260909150,29,33,37,36,27,26,21,狗,绿波,小,单,2026-09-09 07:27:00,虎,狗,马,羊,龙,蛇
20260909151,30,9,1,29,43,17,44,猪,绿波,大,双,2026-09-09 07:30:00,牛,狗,马,虎,鼠,虎
20260909152,12,40,22,26,35,32,14,蛇,蓝波,小,双,2026-09-09 07:33:00,羊,兔,鸡,蛇,猴,猪
20260909153,28,12,20,22,39,18,42,牛,蓝波,大,双,2026-09-09 07:36:00,兔,羊,猪,鸡,龙,牛
20260909154,19,29,26,24,7,46,32,猪,绿波,大,双,2026-09-09 07:39:00,鼠,虎,蛇,羊,鼠,鸡
20260909155,10,6,33,37,29,35,23,猴,红波,小,单,2026-09-09 07:42:00,鸡,牛,狗,马,虎,猴
20260909156,39,18,30,4,46,31,32,猪,绿波,大,双,2026-09-09 07:45:00,龙,牛,牛,兔,鸡,鼠
20260909157,15,13,29,18,20,32,23,猴,红波,小,单,2026-09-09 07:48:00,龙,马,虎,牛,猪,猪
20260909158,26,40,3,7,9,12,8,猪,红波,小,双,2026-09-09 07:51:00,蛇,兔,龙,鼠,狗,羊
20260909159,11,47,30,12,41,49,10,鸡,蓝波,小,双,2026-09-09 07:54:00,猴,猴,牛,羊,虎,马
20260909160,9,27,45,37,30,39,11,猴,绿波,小,单,2026-09-09 07:57:00,狗,龙,狗,马,牛,龙
20260909161,19,34,43,5,23,15,3,龙,蓝波,小,单,2026-09-09 08:00:00,鼠,鸡,鼠,虎,猴,龙
20260909162,21,35,4,15,11,24,22,鸡,绿波,小,双,2026-09-09 08:03:00,狗,猴,兔,龙,猴,羊
20260909163,33,15,38,18,10,47,48,羊,蓝波,大,双,2026-09-09 08:06:00,狗,龙,蛇,牛,鸡,猴
20260909164,8,4,39,12,24,31,45,狗,红波,大,单,2026-09-09 08:09:00,猪,兔,龙,羊,羊,鼠
20260909165,37,9,35,8,32,18,43,鼠,绿波,大,单,2026-09-09 08:12:00,马,狗,猴,猪,猪,牛
20260909166,33,48,34,37,40,2,27,龙,绿波,大,单,2026-09-09 08:15:00,狗,羊,鸡,马,兔,蛇
20260909167,10,1,48,14,36,4,15,龙,蓝波,小,单,2026-09-09 08:18:00,鸡,马,羊,蛇,羊,兔
20260909168,21,33,17,1,38,8,30,牛,红波,大,双,2026-09-09 08:21:00,狗,狗,虎,马,蛇,猪
20260909169,23,17,47,18,2,34,29,虎,红波,大,单,2026-09-09 08:24:00,猴,虎,猴,牛,蛇,鸡
20260909170,38,31,32,4,45,15,33,狗,绿波,大,单,2026-09-09 08:27:00,蛇,鼠,猪,兔,狗,龙
20260909171,43,13,36,20,44,1,16,兔,绿波,小,双,2026-09-09 08:30:00,鼠,马,羊,猪,猪,马
20260909172,3,17,26,41,19,22,47,猴,蓝波,大,单,2026-09-09 08:33:00,龙,虎,蛇,虎,鼠,鸡
20260909173,13,14,37,5,3,45,36,羊,蓝波,大,双,2026-09-09 08:36:00,马,蛇,马,虎,龙,狗
20260909174,40,16,47,26,14,7,43,鼠,绿波,大,单,2026-09-09 08:39:00,兔,兔,猴,蛇,蛇,鼠
20260909175,15,1,24,28,12,35,41,虎,蓝波,大,单,2026-09-09 08:42:00,龙,马,羊,兔,羊,猴
20260909176,37,6,42,29,39,3,30,牛,红波,大,双,2026-09-09 08:45:00,马,牛,牛,虎,龙,龙
20260909177,46,44,35,26,24,48,22,鸡,绿波,小,双,2026-09-09 08:48:00,鸡,猪,猴,蛇,羊,羊
20260909178,26,5,45,40,41,37,21,狗,绿波,小,单,2026-09-09 08:51:00,蛇,虎,狗,兔,虎,马
20260909179,17,4,15,39,45,7,22,鸡,绿波,小,双,2026-09-09 08:54:00,虎,兔,龙,龙,狗,鼠
20260909180,21,17,2,10,16,8,6,牛,绿波,小,双,2026-09-09 08:57:00,狗,虎,蛇,鸡,兔,猪
20260909181,32,36,29,46,37,1,14,蛇,蓝波,小,双,2026-09-09 09:00:00,猪,羊,虎,鸡,马,马
20260909182,26,23,5,33,36,43,42,牛,蓝波,大,双,2026-09-09 09:03:00,蛇,猴,虎,狗,羊,鼠
20260909183,40,22,16,37,31,36,38,蛇,绿波,大,双,2026-09-09 09:06:00,兔,鸡,兔,马,鼠,羊
20260909184,13,26,19,45,6,43,22,鸡,绿波,小,双,2026-09-09 09:09:00,马,蛇,鼠,狗,牛,鼠
20260909185,38,42,43,39,11,37,31,鼠,蓝波,大,单,2026-09-09 09:12:00,蛇,牛,鼠,龙,猴,马
20260909186,33,9,42,37,18,43,36,羊,蓝波,大,双,2026-09-09 09:15:00,狗,狗,牛,马,牛,鼠
20260909187,42,11,4,15,12,45,27,龙,绿波,大,单,2026-09-09 09:18:00,牛,猴,兔,龙,羊,狗
20260909188,41,26,20,47,39,8,7,鼠,红波,小,单,2026-09-09 09:21:00,虎,蛇,猪,猴,龙,猪
20260909189,33,40,27,30,7,24,18,牛,红波,小,双,2026-09-09 09:24:00,狗,兔,龙,牛,鼠,羊
20260909190,41,18,31,47,27,16,7,鼠,红波,小,单,2026-09-09 09:27:00,虎,牛,鼠,猴,龙,兔
20260909191,42,19,13,24,1,9,26,蛇,蓝波,大,双,2026-09-09 09:30:00,牛,鼠,马,羊,马,狗
20260909192,28,33,37,22,23,39,34,鸡,红波,大,双,2026-09-09 09:33:00,兔,狗,马,鸡,猴,龙
20260909193,41,43,48,13,31,21,17,虎,绿波,小,单,2026-09-09 09:36:00,虎,鼠,羊,马,鼠,狗
20260909194,6,3,45,39,25,15,48,羊,蓝波,大,双,2026-09-09 09:39:00,牛,龙,狗,龙,马,龙
20260909195,43,22,7,38,12,18,24,羊,红波,小,双,2026-09-09 09:42:00,鼠,鸡,鼠,蛇,羊,牛
20260909196,28,49,41,30,44,42,18,牛,红波,小,双,2026-09-09 09:45:00,兔,马,虎,牛,猪,牛
20260909197,45,23,27,18,22,31,34,鸡,红波,大,双,2026-09-09 09:48:00,狗,猴,龙,牛,鸡,鼠
20260909198,18,33,44,29,19,8,14,蛇,蓝波,小,双,2026-09-09 09:51:00,牛,狗,猪,虎,鼠,猪
20260909199,5,22,10,34,3,41,27,龙,绿波,大,单,2026-09-09 09:54:00,虎,鸡,鸡,鸡,龙,虎
20260909200,7,10,13,46,35,32,33,狗,绿波,大,单,2026-09-09 09:57:00,鼠,鸡,马,鸡,猴,猪
20260909201,45,39,44,2,26,47,3,龙,蓝波,小,单,2026-09-09 10:00:00,狗,龙,猪,蛇,蛇,猴
20260909202,20,17,29,23,21,46,24,羊,红波,小,双,2026-09-09 10:03:00,猪,虎,虎,猴,狗,鸡
20260909203,29,30,31,24,11,20,1,马,红波,小,单,2026-09-09 10:06:00,虎,牛,鼠,羊,猴,猪
20260909204,20,46,39,40,25,3,24,羊,红波,小,双,2026-09-09 10:09:00,猪,鸡,龙,兔,马,龙
20260909205,26,15,48,25,11,1,14,蛇,蓝波,小,双,2026-09-09 10:12:00,蛇,龙,羊,马,猴,马
20260909206,9,49,34,14,2,4,13,马,红波,小,单,2026-09-09 10:15:00,狗,马,鸡,蛇,蛇,兔
20260909207,14,6,27,13,7,33,31,鼠,蓝波,大,单,2026-09-09 10:18:00,蛇,牛,龙,马,鼠,狗
20260909208,14,35,43,41,49,13,21,狗,绿波,小,单,2026-09-09 10:21:00,蛇,猴,鼠,虎,马,马
20260909209,43,40,12,32,24,11,5,虎,绿波,小,单,2026-09-09 10:24:00,鼠,兔,羊,猪,羊,猴
20260909210,22,43,40,35,29,14,5,虎,绿波,小,单,2026-09-09 10:27:00,鸡,鼠,兔,猴,虎,蛇
20260909211,19,33,7,16,24,8,5,虎,绿波,小,单,2026-09-09 10:30:00,鼠,狗,鼠,兔,羊,猪
20260909212,26,38,39,18,24,43,29,虎,红波,大,单,2026-09-09 10:33:00,蛇,蛇,龙,牛,羊,鼠
20260909213,38,1,36,49,46,39,40,兔,红波,大,双,2026-09-09 10:36:00,蛇,马,羊,马,鸡,龙
20260909214,41,29,2,40,14,49,11,猴,绿波,小,单,2026-09-09 10:39:00,虎,虎,蛇,兔,蛇,马
20260909215,43,5,16,35,11,33,13,马,红波,小,单,2026-09-09 10:42:00,鼠,虎,兔,猴,猴,狗
20260909216,28,49,45,23,12,26,7,鼠,红波,小,单,2026-09-09 10:45:00,兔,马,狗,猴,羊,蛇
20260909217,4,33,15,26,25,42,5,虎,绿波,小,单,2026-09-09 10:48:00,兔,狗,龙,蛇,马,牛
20260909218,25,48,17,32,1,12,11,猴,绿波,小,单,2026-09-09 10:51:00,马,羊,虎,猪,马,羊
